total_adl_events,total_activity_intervals,propulsion_count,resting_count,propulsion_with_metrics,resting_with_metrics,baseline_comparisons,ecg_data_samples,ecg_data_duration_sec,ecg_estimated_fs_hz,imu_sensors_loaded,eda_bioz_loaded,imu_corsano_bioz_acc_samples,imu_corsano_bioz_acc_duration_sec,imu_corsano_bioz_acc_fs_hz,imu_corsano_wrist_acc_samples,imu_corsano_wrist_acc_duration_sec,imu_corsano_wrist_acc_fs_hz,imu_vivalnk_vv330_acceleration_samples,imu_vivalnk_vv330_acceleration_duration_sec,imu_vivalnk_vv330_acceleration_fs_hz,propulsion_mean_hr,propulsion_mean_rmssd,propulsion_mean_stress_index,resting_mean_hr,resting_mean_rmssd,resting_mean_stress_index,custom_standing_count,custom_standing_with_metrics,custom_standing_mean_hr,custom_standing_mean_rmssd,custom_standing_mean_stress_index,custom_transfer_count,custom_transfer_with_metrics,custom_transfer_mean_hr,custom_transfer_mean_rmssd,custom_transfer_mean_stress_index,custom_bed_transfer_count,custom_bed_transfer_with_metrics,custom_bed_transfer_mean_hr,custom_bed_transfer_mean_rmssd,custom_bed_transfer_mean_stress_index,custom_washing_hands_count,custom_washing_hands_with_metrics,custom_washing_hands_mean_hr,custom_washing_hands_mean_rmssd,custom_washing_hands_mean_stress_index,custom_washing_face_count,custom_washing_face_with_metrics,custom_washing_face_mean_hr,custom_washing_face_mean_rmssd,custom_washing_face_mean_stress_index,custom_dental_care_count,custom_dental_care_with_metrics,custom_dental_care_mean_hr,custom_dental_care_mean_rmssd,custom_dental_care_mean_stress_index,custom_hair_care_count,custom_hair_care_with_metrics,custom_hair_care_mean_hr,custom_hair_care_mean_rmssd,custom_hair_care_mean_stress_index,custom_total_count,custom_total_with_metrics
69,69,4,2,4,2,4,32116096,594751.8610732555,128.0,3,True,6925184,252217.7787399292,32.25792161447117,6154976,258229.96799993515,32.2581697084362,1254535,594751.6688892841,5.000100137808698,80.37549627761457,484.3837233841652,177.43575808249722,80.46947437529155,1445.3992988550117,116.20401337792643,5,5,73.4776850016973,532.4501576163003,143.45990608442838,6,6,83.7643560466236,498.66038755049476,31.710191082802545,5,5,72.75082582364777,703.0565352485329,26.18283823875929,2,2,86.33636670037075,267.61719403058305,76.00966183574879,2,2,71.3573062810274,686.1703633073934,42.96808510638298,4,4,80.55871611093055,1667.8338234984674,469.6060606060607,1,1,98.59697386519944,7.955860581520556,770.5,25,25
