activity_idx,activity_type,activity_name,activity_t_start,activity_t_end,activity_duration_sec,baseline_t_start,baseline_t_end,baseline_duration_sec,time_gap_sec,delta_mean_hr,pct_mean_hr,delta_rmssd,pct_rmssd,delta_sdnn,pct_sdnn,delta_stress_index,pct_stress_index,delta_mean_rr_ms,pct_mean_rr_ms,delta_n_beats,pct_n_beats
0,washing_hands,wash hands,1741700263.996,1741700281.093,17.096999883651733,1741699772.876,1741699828.646,55.769999980926514,435.35000014305115,-9.835929107921018,-12.968974509073492,-2388.3974104846943,-82.9222187426996,-1761.5778735269425,-79.96735493546686,-13.408026755852841,-44.63619662639871,-1019.5640756302522,-52.86628540305011,-2.0,-10.526315789473683
1,washing_hands,wash hands,1741947872.162,1741947886.274,14.111999988555908,1741947415.027,1741947484.117,69.09000015258789,388.04499983787537,21.569713758079416,25.347222222222232,32.83320083583697,312.33508515152585,2.489397252831651,6.439633085708446,-66.98067632850243,-33.09819648846398,-142.578125,-20.221606648199447,-72.0,-75.0
