activity_idx,activity_name,hr_differential,activity_t_start,activity_t_end,baseline_t_start,baseline_t_end
0,wash hands,-9.835929107921018,1741700263.996,1741700281.093,1741699772.876,1741699828.646
1,wash hands,21.569713758079416,1741947872.162,1741947886.274,1741947415.027,1741947484.117
