activity,t_start,t_end,duration_sec
sit to stand,1741699991.305,1741700004.853,13.547999858856201
stand,1741699999.488,1741700021.069,21.581000089645386
stand,1741700026.304,1741700052.31,26.00600004196167
stand,1741947636.803,1741947659.529,22.7260000705719
stand,1741947666.205,1741947690.007,23.802000045776367
