activity_idx,activity_name,hr_differential,activity_t_start,activity_t_end,baseline_t_start,baseline_t_end
0,wash face,-30.532261328721503,1741700377.212,1741700395.183,1741699772.876,1741699828.646
1,wash face,12.307925140193234,1741947993.64,1741948018.387,1741947415.027,1741947484.117
