activity_idx,activity_name,hr_differential,activity_t_start,activity_t_end,baseline_t_start,baseline_t_end
0,turn over (right),3.766165009894408,1740481539.284,1740481638.435,1740481514.22,1740481538.339
1,turn over (left),8.109839096005317,1740481639.878,1740481711.166,1740481514.22,1740481538.339
2,turn over (right),9.04403090544821,1740738772.25,1740738831.994,1740738705.842,1740738770.792
3,turn over (left),11.82907594410986,1740738832.542,1740738896.114,1740738705.842,1740738770.792
