total_adl_events,total_activity_intervals,propulsion_count,resting_count,propulsion_with_metrics,resting_with_metrics,baseline_comparisons,ecg_data_samples,ecg_data_duration_sec,ecg_estimated_fs_hz,imu_sensors_loaded,eda_bioz_loaded,propulsion_mean_hr,propulsion_mean_rmssd,propulsion_mean_stress_index,resting_mean_hr,resting_mean_rmssd,resting_mean_stress_index,custom_standing_count,custom_standing_with_metrics,custom_standing_mean_hr,custom_standing_mean_rmssd,custom_standing_mean_stress_index,custom_transfer_count,custom_transfer_with_metrics,custom_transfer_mean_hr,custom_transfer_mean_rmssd,custom_transfer_mean_stress_index,custom_bed_transfer_count,custom_bed_transfer_with_metrics,custom_bed_transfer_mean_hr,custom_bed_transfer_mean_rmssd,custom_bed_transfer_mean_stress_index,custom_washing_hands_count,custom_washing_hands_with_metrics,custom_washing_hands_mean_hr,custom_washing_hands_mean_rmssd,custom_washing_hands_mean_stress_index,custom_washing_face_count,custom_washing_face_with_metrics,custom_washing_face_mean_hr,custom_washing_face_mean_rmssd,custom_washing_face_mean_stress_index,custom_dental_care_count,custom_dental_care_with_metrics,custom_dental_care_mean_hr,custom_dental_care_mean_rmssd,custom_dental_care_mean_stress_index,custom_hair_care_count,custom_hair_care_with_metrics,custom_hair_care_mean_hr,custom_hair_care_mean_rmssd,custom_hair_care_mean_stress_index,custom_total_count,custom_total_with_metrics
68,68,5,3,5,3,5,20029184,1212662.7651877403,128.0,0,True,108.56270963083814,24.10062064980534,149.46153846153848,76.22118927078706,20.608049095144477,310.27010106230546,7,7,85.88744696767652,25.946630699109537,724.9874768089053,11,11,88.56491893289186,16.62086228290175,522.8244859741649,4,4,78.49603421531258,54.33933791216079,169.7442515952465,2,2,,,,2,2,,,,5,5,,,,2,2,,,,33,33
