activity_idx,activity_name,hr_differential,activity_t_start,activity_t_end,baseline_t_start,baseline_t_end
0,wash face,,1740482174.06,1740482185.727,1740481514.22,1740481538.339
1,wash face,,1740739386.507,1740739412.926,1740738705.842,1740738770.792
