activity_idx,activity_name,t_start,t_end,duration_sec,mean_hr,rmssd,sdnn,mean_rr_ms,stress_index,n_beats,HR__abs_energy,HR__maximum,HR__root_mean_square,HR_1st_deriv__abs_energy,HR_1st_deriv__maximum,HR_1st_deriv__minimum,HR_1st_deriv__number_peaks__n_1,HR_1st_deriv__root_mean_square,HR_2nd_deriv__abs_energy,HR_2nd_deriv__maximum,HR_2nd_deriv__minimum,HR_2nd_deriv__root_mean_square,HRV_MinNN,HRV_SDRMSSD,HRV_LFn,HRV_TINN,EDA_MAVFD,EDA_Phasic__number_peaks__n_1,EDA_Phasic__number_peaks__n_5,EDA_Range,EDA_Sympathetic,EDA_Tonic_SD
0,style beard/hair,1740482198.866,1740482235.109,36.24300003051758,,,,,,,,,,,,,,,,,,,,,,,2.5286975717439293,50.0,42.0,604.0,,159.96666970843674
1,style beard/hair,1740739424.051,1740739483.181,59.12999987602234,,,,,,,,,,,,,,,,,,,,,,,3.10832769126608,45.0,35.0,777.0,,205.90444299088188
