activity_idx,activity_name,t_start,t_end,duration_sec,mean_hr,rmssd,sdnn,mean_rr_ms,stress_index,n_beats,HR__abs_energy,HR__maximum,HR__root_mean_square,HR_1st_deriv__abs_energy,HR_1st_deriv__maximum,HR_1st_deriv__minimum,HR_1st_deriv__number_peaks__n_1,HR_1st_deriv__root_mean_square,HR_2nd_deriv__abs_energy,HR_2nd_deriv__maximum,HR_2nd_deriv__minimum,HR_2nd_deriv__root_mean_square,HRV_MinNN,HRV_SDRMSSD,HRV_LFn,HRV_TINN,EDA_MAVFD,EDA_Phasic__number_peaks__n_1,EDA_Phasic__number_peaks__n_5,EDA_Range,EDA_Sympathetic,EDA_Tonic_SD
0,wash face,1740482174.06,1740482185.727,11.66700005531311,,,,,,,,,,,,,,,,,,,,,,,19.120274914089347,13.0,8.0,642.0,,25.2880822012997
1,wash face,1740739386.507,1740739412.926,26.419000148773193,,,,,,,,,,,,,,,,,,,,,,,5.968133535660091,30.0,26.0,476.0,,24.697969328492135
